queue_no,registry_key,title,document_type,language,authority_level,domain_scope,source_type,summary,content_text,category,source_url,author,year,review_bucket,planned_import_stage,tags
104,d621e0e84347,الموافقات في أصول الشريعة - الشاطبي,fiqh_reference,ar,unverified,fiqh,manual,"كتاب 'الموافقات' للإمام أبي إسحاق الشاطبي (توفي 790هـ) من أهم الكتب في علم مقاصد الشريعة وأصول الفقه. يُعد هذا الكتاب مرجعاً أساسياً لفهم المقاصد الشرعية والقواعد الكلية التي تحكم الاجتهاد الفقهي.

يتناول الكتاب المقاصد الشرعية الخمسة (حفظ الدين، والنفس، والعقل، والنسل، والمال)، وكيفية تطبيقها في الاجتهاد الفقهي. كما يعرض القواعد الأصولية التي يُبنى عليها الفقه الإسلامي، مثل: قاعدة المصالح المرسلة، وقاعدة سد الذرائع، وقاعدة العرف، وقاعدة الاستحسان.

في مجال الأوقاف، يُعد كتاب الموافقات مرجعاً مهماً لفهم المقاصد الشرعية من الوقف، وهي: حفظ المال (من خلال استثمار الوقف)، وتحقيق المصلحة العامة (من","العنوان: الموافقات في أصول الشريعة - الشاطبي
المؤلف/الجهة: أبو إسحاق إبراهيم بن موسى الشاطبي
السنة: 790
ملخص/مقتطف مسترد: كتاب 'الموافقات' للإمام أبي إسحاق الشاطبي (توفي 790هـ) من أهم الكتب في علم مقاصد الشريعة وأصول الفقه. يُعد هذا الكتاب مرجعاً أساسياً لفهم المقاصد الشرعية والقواعد الكلية التي تحكم الاجتهاد الفقهي.

يتناول الكتاب المقاصد الشرعية الخمسة (حفظ الدين، والنفس، والعقل، والنسل، والمال)، وكيفية تطبيقها في الاجتهاد الفقهي. كما يعرض القواعد الأصولية التي يُبنى عليها الفقه الإسلامي، مثل: قاعدة المصالح المرسلة، وقاعدة سد الذرائع، وقاعدة العرف، وقاعدة الاستحسان.

في مجال الأوقاف، يُعد كتاب الموافقات مرجعاً مهماً لفهم المقاصد الشرعية من الوقف، وهي: حفظ المال (من خلال استثمار الوقف)، وتحقيق المصلحة العامة (من",jurisprudence,,أبو إسحاق إبراهيم بن موسى الشاطبي,790,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,jurisprudence;fiqh;P4_TRIAGE_REQUIRED;old_db_recovered;kb05
105,0ae0b2e01b8a,الوقف الأهلي - التعريف والأحكام,fiqh_reference,ar,unverified,fiqh,manual,الوقف الأهلي هو ما وقف على الذرية والأقارب ثم على جهة بر، وله أحكام خاصة في الإدارة والتوزيع.,"العنوان: الوقف الأهلي - التعريف والأحكام
المصدر: الفقه الإسلامي - أنواع الوقف
ملخص/مقتطف مسترد: الوقف الأهلي هو ما وقف على الذرية والأقارب ثم على جهة بر، وله أحكام خاصة في الإدارة والتوزيع.",jurisprudence,الفقه الإسلامي - أنواع الوقف,,,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,jurisprudence;fiqh;P4_TRIAGE_REQUIRED;old_db_recovered;kb05
106,34cb50574f2c,الوقف المؤقت - حكمه,fiqh_reference,ar,unverified,fiqh,manual,اختلف الفقهاء في جواز الوقف المؤقت، فأجازه المالكية ومنعه الجمهور، واشترطوا التأبيد في الوقف.,"العنوان: الوقف المؤقت - حكمه
المصدر: الفقه المقارن - الوقف
ملخص/مقتطف مسترد: اختلف الفقهاء في جواز الوقف المؤقت، فأجازه المالكية ومنعه الجمهور، واشترطوا التأبيد في الوقف.",jurisprudence,الفقه المقارن - الوقف,,,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,jurisprudence;fiqh;P4_TRIAGE_REQUIRED;old_db_recovered;kb05
107,534fdbfb7512,الوقف المشترك - الأحكام,fiqh_reference,ar,unverified,fiqh,manual,يجوز أن يشترك أكثر من واحد في وقف عين واحدة، ولكل منهم نصيبه في الثواب والأجر.,"العنوان: الوقف المشترك - الأحكام
المصدر: الفقه الإسلامي - أحكام الوقف
ملخص/مقتطف مسترد: يجوز أن يشترك أكثر من واحد في وقف عين واحدة، ولكل منهم نصيبه في الثواب والأجر.",jurisprudence,الفقه الإسلامي - أحكام الوقف,,,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,jurisprudence;fiqh;P4_TRIAGE_REQUIRED;old_db_recovered;kb05
108,86bbeef97e93,الوقف على المساجد - الفضل والأحكام,fiqh_reference,ar,unverified,fiqh,manual,الوقف على المساجد من أفضل أنواع الوقف، ويشمل بناء المساجد والإنفاق على صيانتها وخدمتها.,"العنوان: الوقف على المساجد - الفضل والأحكام
المصدر: الفقه الإسلامي - فضائل الوقف
ملخص/مقتطف مسترد: الوقف على المساجد من أفضل أنواع الوقف، ويشمل بناء المساجد والإنفاق على صيانتها وخدمتها.",jurisprudence,الفقه الإسلامي - فضائل الوقف,,,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,jurisprudence;fiqh;P4_TRIAGE_REQUIRED;old_db_recovered;kb05
109,1afbba77ead2,الوقف على النفس - الخلاف الفقهي,fiqh_reference,ar,unverified,fiqh,manual,اختلف الفقهاء في جواز الوقف على النفس، فأجازه الحنفية والحنابلة، ومنعه المالكية والشافعية.,"العنوان: الوقف على النفس - الخلاف الفقهي
المصدر: الفقه المقارن - الوقف
ملخص/مقتطف مسترد: اختلف الفقهاء في جواز الوقف على النفس، فأجازه الحنفية والحنابلة، ومنعه المالكية والشافعية.",jurisprudence,الفقه المقارن - الوقف,,,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,jurisprudence;fiqh;P4_TRIAGE_REQUIRED;old_db_recovered;kb05
110,e07d99d1e7b7,الوقف على غير المسلمين - الحكم,fiqh_reference,ar,unverified,fiqh,manual,يجوز الوقف على غير المسلمين في أمور البر كالفقراء والمرضى، ولا يجوز على الكنائس والبيع.,"العنوان: الوقف على غير المسلمين - الحكم
المصدر: الفقه الإسلامي - أحكام الوقف
ملخص/مقتطف مسترد: يجوز الوقف على غير المسلمين في أمور البر كالفقراء والمرضى، ولا يجوز على الكنائس والبيع.",jurisprudence,الفقه الإسلامي - أحكام الوقف,,,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,jurisprudence;fiqh;P4_TRIAGE_REQUIRED;old_db_recovered;kb05
111,149e68c235b4,دور الوقف في المجتمع الإسلامي المعاصر - يوسف القرضاوي,fiqh_reference,ar,unverified,fiqh,manual,"كتاب 'دور الوقف في المجتمع الإسلامي المعاصر' للشيخ الدكتور يوسف القرضاوي من الدراسات المهمة التي تعرض رؤية معاصرة لدور الوقف في التنمية الشاملة. نُشر الكتاب عام 2008م.

يتناول الكتاب الوقف من منظور شامل، حيث يعرض: الأساس الشرعي للوقف، الدور التاريخي للوقف في الحضارة الإسلامية، الدور المعاصر للوقف في التنمية، والرؤية المستقبلية للوقف.

من أهم أفكار الكتاب:
1. الوقف أداة للتكافل الاجتماعي: يساهم الوقف في سد حاجات الفقراء والمحتاجين دون إذلال أو منّة.
2. الوقف أداة للتنمية الاقتصادية: يوفر الوقف موارد مستدامة للمشاريع التنموية.
3. الوقف أداة للتنمية التعليمية: يساهم الوقف في بناء المدارس والجامعا","العنوان: دور الوقف في المجتمع الإسلامي المعاصر - يوسف القرضاوي
المؤلف/الجهة: يوسف القرضاوي
السنة: 2008
ملخص/مقتطف مسترد: كتاب 'دور الوقف في المجتمع الإسلامي المعاصر' للشيخ الدكتور يوسف القرضاوي من الدراسات المهمة التي تعرض رؤية معاصرة لدور الوقف في التنمية الشاملة. نُشر الكتاب عام 2008م.

يتناول الكتاب الوقف من منظور شامل، حيث يعرض: الأساس الشرعي للوقف، الدور التاريخي للوقف في الحضارة الإسلامية، الدور المعاصر للوقف في التنمية، والرؤية المستقبلية للوقف.

من أهم أفكار الكتاب:
1. الوقف أداة للتكافل الاجتماعي: يساهم الوقف في سد حاجات الفقراء والمحتاجين دون إذلال أو منّة.
2. الوقف أداة للتنمية الاقتصادية: يوفر الوقف موارد مستدامة للمشاريع التنموية.
3. الوقف أداة للتنمية التعليمية: يساهم الوقف في بناء المدارس والجامعا",jurisprudence,,يوسف القرضاوي,2008,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,jurisprudence;fiqh;P4_TRIAGE_REQUIRED;old_db_recovered;kb05
112,7fb3fe1e7aa7,شرط الواقف - الالتزام به,fiqh_reference,ar,unverified,fiqh,manual,شرط الواقف كنص الشارع في اللزوم، فيجب الالتزام بشروط الواقف ما لم تخالف الشرع.,"العنوان: شرط الواقف - الالتزام به
المصدر: القواعد الفقهية - الوقف
ملخص/مقتطف مسترد: شرط الواقف كنص الشارع في اللزوم، فيجب الالتزام بشروط الواقف ما لم تخالف الشرع.",jurisprudence,القواعد الفقهية - الوقف,,,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,jurisprudence;fiqh;P4_TRIAGE_REQUIRED;old_db_recovered;kb05
113,89d3f402f0ae,شروط الموقوف - الفقه الإسلامي,fiqh_reference,ar,unverified,fiqh,manual,يشترط في الموقوف أن يكون مالاً متقوماً يمكن الانتفاع به مع بقاء عينه، كالعقار والحيوان والكتب.,"العنوان: شروط الموقوف - الفقه الإسلامي
المصدر: الفقه الإسلامي العام
ملخص/مقتطف مسترد: يشترط في الموقوف أن يكون مالاً متقوماً يمكن الانتفاع به مع بقاء عينه، كالعقار والحيوان والكتب.",jurisprudence,الفقه الإسلامي العام,,,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,jurisprudence;fiqh;P4_TRIAGE_REQUIRED;old_db_recovered;kb05
114,445ef75ca622,فتاوى الوقف - سليمان الجاسر,fiqh_reference,ar,unverified,fiqh,external_fetch,"كتاب فتاوى الوقف من تأليف سليمان بن جاسر الجاسر، نشره مركز واقف - مدار الوطن للنشر، الطبعة السادسة 1436 هـ.

موضوعات الكتاب:
- أحكام الوقف المعاصرة
- فتاوى متعلقة بإدارة الأوقاف
- أحكام استبدال الوقف
- أحكام ناظر الوقف
- أحكام الوقف الذري والوقف الخيري

يتناول الكتاب المسائل الفقهية المعاصرة المتعلقة بالوقف، ويجيب على الأسئلة الشائعة حول إدارة الأوقاف واستثمارها.","العنوان: فتاوى الوقف - سليمان الجاسر
المصدر: https://khair.ws/library/7239/
ملخص/مقتطف مسترد: كتاب فتاوى الوقف من تأليف سليمان بن جاسر الجاسر، نشره مركز واقف - مدار الوطن للنشر، الطبعة السادسة 1436 هـ.

موضوعات الكتاب:
- أحكام الوقف المعاصرة
- فتاوى متعلقة بإدارة الأوقاف
- أحكام استبدال الوقف
- أحكام ناظر الوقف
- أحكام الوقف الذري والوقف الخيري

يتناول الكتاب المسائل الفقهية المعاصرة المتعلقة بالوقف، ويجيب على الأسئلة الشائعة حول إدارة الأوقاف واستثمارها.",jurisprudence,https://khair.ws/library/7239/,,,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,jurisprudence;fiqh;P4_TRIAGE_REQUIRED;old_db_recovered;kb05
115,cacb0b52d90d,نظارة الوقف - الشروط والأحكام,fiqh_reference,ar,unverified,fiqh,manual,للواقف أن يشترط النظارة لنفسه أو لغيره، وللناظر أن يتقاضى أجرة على عمله بقدر المعروف إن لم يشترط الواقف.,"العنوان: نظارة الوقف - الشروط والأحكام
المصدر: الفقه الإسلامي - أحكام الوقف
ملخص/مقتطف مسترد: للواقف أن يشترط النظارة لنفسه أو لغيره، وللناظر أن يتقاضى أجرة على عمله بقدر المعروف إن لم يشترط الواقف.",jurisprudence,الفقه الإسلامي - أحكام الوقف,,,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,jurisprudence;fiqh;P4_TRIAGE_REQUIRED;old_db_recovered;kb05
116,4d060fb9b46b,الوقف على المسجد الأقصى,recovered_reference,ar,unverified,historical,external_fetch,"يعود أول وقف على المسجد الأقصى إلى عهد الصحابة، فقد بُني المسجد الأقصى بناءً بسيطاً من الخشب في عهد عمر بن الخطاب عقب زيارته للقدس بعد الفتح الإسلامي.

أهم الأوقاف التاريخية:
1. وقف عمر بن الخطاب: أول وقف على المسجد الأقصى
2. أوقاف صلاح الدين الأيوبي: بعد تحرير القدس عام 1187م
3. أوقاف المماليك: في القرنين 13-15 الميلادي
4. أوقاف العثمانيين: من القرن 16 حتى القرن 20

الأهمية: الوقف على المسجد الأقصى من أقدس الأوقاف الإسلامية، ويشمل المسجد نفسه والعقارات المحيطة به.","العنوان: الوقف على المسجد الأقصى
المصدر: https://ar.wikipedia.org/wiki/الوقف_على_المسجد_الأقصى
ملخص/مقتطف مسترد: يعود أول وقف على المسجد الأقصى إلى عهد الصحابة، فقد بُني المسجد الأقصى بناءً بسيطاً من الخشب في عهد عمر بن الخطاب عقب زيارته للقدس بعد الفتح الإسلامي.

أهم الأوقاف التاريخية:
1. وقف عمر بن الخطاب: أول وقف على المسجد الأقصى
2. أوقاف صلاح الدين الأيوبي: بعد تحرير القدس عام 1187م
3. أوقاف المماليك: في القرنين 13-15 الميلادي
4. أوقاف العثمانيين: من القرن 16 حتى القرن 20

الأهمية: الوقف على المسجد الأقصى من أقدس الأوقاف الإسلامية، ويشمل المسجد نفسه والعقارات المحيطة به.",historical,https://ar.wikipedia.org/wiki/الوقف_على_المسجد_الأقصى,,,P4_PUBLIC_WEB_TRIAGE_REQUIRED,stage_04_triage_only_no_import,historical;historical;P4_PUBLIC_WEB_TRIAGE_REQUIRED;old_db_recovered;kb05
117,24c742afa5df,Mind the Gap: An Archaeological View of Land Tenure and Usufruct Rights Around Jerusalem,historical_reference,ar,reference,historical,external_fetch,دراسة أثرية تتناول حقوق حيازة الأراضي واستخدامها حول القدس في العصرين المملوكي والعثماني. تحلل سجلات الضرائب في سنجق القدس في القرن الثامن عشر.,"العنوان: Mind the Gap: An Archaeological View of Land Tenure and Usufruct Rights Around Jerusalem
المؤلف/الجهة: O Ze'evi-Berger, N Ben-Melech, B Walker, N Porat
المصدر: https://www.jstor.org/stable/jj.31872240.3
ملخص/مقتطف مسترد: دراسة أثرية تتناول حقوق حيازة الأراضي واستخدامها حول القدس في العصرين المملوكي والعثماني. تحلل سجلات الضرائب في سنجق القدس في القرن الثامن عشر.",historical,https://www.jstor.org/stable/jj.31872240.3,"O Ze'evi-Berger, N Ben-Melech, B Walker, N Porat",,P3_HISTORICAL_SUPPORTING_REVIEW,stage_03_reference_documents_in_review_supporting_only,historical;historical;P3_HISTORICAL_SUPPORTING_REVIEW;old_db_recovered;kb05
118,ffdfce459c9f,متصرفية القدس أواخر العهد العثماني,historical_reference,ar,reference,historical,seeded,دراسة تاريخية شاملة لمتصرفية القدس في نهاية العهد العثماني، تغطي الوضع الإداري والاجتماعي والاقتصادي في القدس قبل الانتداب البريطاني. الكتاب متاح للتحميل المجاني على Internet Archive بحجم 32.5 ميجابايت.,"العنوان: متصرفية القدس أواخر العهد العثماني
المؤلف/الجهة: عبد العزيز عوض
ملخص/مقتطف مسترد: دراسة تاريخية شاملة لمتصرفية القدس في نهاية العهد العثماني، تغطي الوضع الإداري والاجتماعي والاقتصادي في القدس قبل الانتداب البريطاني. الكتاب متاح للتحميل المجاني على Internet Archive بحجم 32.5 ميجابايت.",historical,,عبد العزيز عوض,,P3_HISTORICAL_SUPPORTING_REVIEW,stage_03_reference_documents_in_review_supporting_only,historical;historical;P3_HISTORICAL_SUPPORTING_REVIEW;old_db_recovered;kb05
119,9498f1f1ce77,المبسوط للسرخسي - كتاب الوقف,fiqh_reference,ar,reference,fiqh,external_fetch,,"العنوان: المبسوط للسرخسي - كتاب الوقف
المصدر: https://shamela.ws/book/5423/2508",jurisprudence,https://shamela.ws/book/5423/2508,,,P3_SUPPORTING_REFERENCE_REVIEW,stage_03_reference_documents_in_review_supporting_only,jurisprudence;fiqh;P3_SUPPORTING_REFERENCE_REVIEW;old_db_recovered;kb05
120,2d3a06a7ab8f,"Consequences of the Ottoman land law: Agrarian and privatization processes in Palestine, 1858–1918",legal_reference,ar,reference,waqf_law,external_fetch,دراسة تحلل تأثيرات قانون الأراضي العثماني على العمليات الزراعية وعمليات الخصخصة في فلسطين خلال الفترة من 1858 إلى 1918. نشرت في Springer وحصلت على 33 استشهاداً أكاديمياً.,"العنوان: Consequences of the Ottoman land law: Agrarian and privatization processes in Palestine, 1858–1918
المؤلف/الجهة: R Kark
السنة: 2017
المصدر: https://link.springer.com/chapter/10.1007/978-3-319-50998-3_8
ملخص/مقتطف مسترد: دراسة تحلل تأثيرات قانون الأراضي العثماني على العمليات الزراعية وعمليات الخصخصة في فلسطين خلال الفترة من 1858 إلى 1918. نشرت في Springer وحصلت على 33 استشهاداً أكاديمياً.",law,https://link.springer.com/chapter/10.1007/978-3-319-50998-3_8,R Kark,2017,P3_SUPPORTING_REFERENCE_REVIEW,stage_03_reference_documents_in_review_supporting_only,law;waqf_law;P3_SUPPORTING_REFERENCE_REVIEW;old_db_recovered;kb05
121,22d6e77b5c9d,Land privatization in nineteenth-century Ottoman Palestine,legal_reference,ar,reference,waqf_law,external_fetch,دراسة منشورة في Islamic Law and Society تحلل عملية خصخصة الأراضي في فلسطين العثمانية في القرن التاسع عشر. استخدمت وثائق ومراسلات القنصلية الألمانية في القدس. حصلت على 22 استشهاداً.,"العنوان: Land privatization in nineteenth-century Ottoman Palestine
المؤلف/الجهة: N Solomonovich, R Kark
السنة: 2015
المصدر: https://brill.com/view/journals/ils/22/3/article-p221_2.xml
ملخص/مقتطف مسترد: دراسة منشورة في Islamic Law and Society تحلل عملية خصخصة الأراضي في فلسطين العثمانية في القرن التاسع عشر. استخدمت وثائق ومراسلات القنصلية الألمانية في القدس. حصلت على 22 استشهاداً.",law,https://brill.com/view/journals/ils/22/3/article-p221_2.xml,"N Solomonovich, R Kark",2015,P3_SUPPORTING_REFERENCE_REVIEW,stage_03_reference_documents_in_review_supporting_only,law;waqf_law;P3_SUPPORTING_REFERENCE_REVIEW;old_db_recovered;kb05
122,4975fa5e8e6d,Land registry maps in Palestine during the Ottoman period,legal_reference,ar,reference,waqf_law,external_fetch,دراسة رائدة منشورة في The Cartographic Journal تتناول خرائط تسجيل الأراضي في فلسطين خلال الفترة العثمانية. تحلل سجلات الأراضي والمجلس الإداري لمنطقة القدس. حصلت على 20 استشهاداً.,"العنوان: Land registry maps in Palestine during the Ottoman period
المؤلف/الجهة: R Kark, H Gerber
السنة: 1984
المصدر: https://www.tandfonline.com/doi/pdf/10.1179/caj.1984.21.1.30
ملخص/مقتطف مسترد: دراسة رائدة منشورة في The Cartographic Journal تتناول خرائط تسجيل الأراضي في فلسطين خلال الفترة العثمانية. تحلل سجلات الأراضي والمجلس الإداري لمنطقة القدس. حصلت على 20 استشهاداً.",law,https://www.tandfonline.com/doi/pdf/10.1179/caj.1984.21.1.30,"R Kark, H Gerber",1984,P3_SUPPORTING_REFERENCE_REVIEW,stage_03_reference_documents_in_review_supporting_only,law;waqf_law;P3_SUPPORTING_REFERENCE_REVIEW;old_db_recovered;kb05
123,a0224849ca3f,تسوية وتسجيل الأراضي في القدس الشرقية: الإشكاليات، التحديات والإسقاطات,legal_reference,ar,reference,waqf_law,seeded,دراسة تناقش الوضع المعقد والإشكال القائم بشأن تسوية الأراضي وتسجيلها في القدس الشرقية، وكذلك الآثار والعواقب. تقترح مبادئ وتوجيهات عامة للسياسات والأدوات لتمكين تسوية الأراضي.,"العنوان: تسوية وتسجيل الأراضي في القدس الشرقية: الإشكاليات، التحديات والإسقاطات
المؤلف/الجهة: راسم محيي الدين خمايسي
السنة: 2020
ملخص/مقتطف مسترد: دراسة تناقش الوضع المعقد والإشكال القائم بشأن تسوية الأراضي وتسجيلها في القدس الشرقية، وكذلك الآثار والعواقب. تقترح مبادئ وتوجيهات عامة للسياسات والأدوات لتمكين تسوية الأراضي.",law,,راسم محيي الدين خمايسي,2020,P3_SUPPORTING_REFERENCE_REVIEW,stage_03_reference_documents_in_review_supporting_only,law;waqf_law;P3_SUPPORTING_REFERENCE_REVIEW;old_db_recovered;kb05
124,9f7b05b16f40,"Consequences of the Ottoman land law: Agrarian and privatization processes in Palestine, 1858–1918",recovered_reference,ar,reference,public_info,seeded,,"العنوان: Consequences of the Ottoman land law: Agrarian and privatization processes in Palestine, 1858–1918
المصدر: Springer",reference,Springer,,,P3_SUPPORTING_REFERENCE_REVIEW,stage_03_reference_documents_in_review_supporting_only,reference;public_info;P3_SUPPORTING_REFERENCE_REVIEW;old_db_recovered;kb05
125,49bb88c18d9e,الوقف كأداة لزيادة القوة السياسية وتعزيزها: نموذج وقف خاصكي سلطان في العهد العثماني خلال أواخر القرن الثامن عشر,recovered_reference,ar,reference,public_info,seeded,,"العنوان: الوقف كأداة لزيادة القوة السياسية وتعزيزها: نموذج وقف خاصكي سلطان في العهد العثماني خلال أواخر القرن الثامن عشر
المصدر: مركز الملك فيصل للبحوث والدراسات الإسلامية، الرياض",reference,مركز الملك فيصل للبحوث والدراسات الإسلامية، الرياض,,,P3_SUPPORTING_REFERENCE_REVIEW,stage_03_reference_documents_in_review_supporting_only,reference;public_info;P3_SUPPORTING_REFERENCE_REVIEW;old_db_recovered;kb05
126,8a6ccb7a70ef,الأوقاف في فلسطين: دراسة تاريخية وثائقية,historical_reference,ar,reference,historical,manual,"كتاب 'الأوقاف في فلسطين: دراسة تاريخية وثائقية' من تأليف مجموعة من الباحثين بإشراف الدكتور محمد عدنان البخيت. يُعد من أشمل الدراسات عن تاريخ الأوقاف في فلسطين.

يغطي الكتاب تاريخ الأوقاف في فلسطين منذ الفتح الإسلامي (636م) حتى نهاية الحكم العثماني (1918م)، مع التركيز على العصرين المملوكي (1260-1516م) والعثماني (1516-1918م). يعتمد الكتاب على وثائق أرشيفية من سجلات المحاكم الشرعية والأرشيف العثماني.

يتناول الكتاب عدة موضوعات رئيسية:
1. أنواع الأوقاف في فلسطين: الأوقاف الخيرية (على المساجد والمدارس والمستشفيات)، والأوقاف الذرية (على الذرية ثم على جهة خيرية).
2. الواقفون في فلسطين: السلاطين والأم","العنوان: الأوقاف في فلسطين: دراسة تاريخية وثائقية
المؤلف/الجهة: محمد عدنان البخيت وآخرون
السنة: 2000
ملخص/مقتطف مسترد: كتاب 'الأوقاف في فلسطين: دراسة تاريخية وثائقية' من تأليف مجموعة من الباحثين بإشراف الدكتور محمد عدنان البخيت. يُعد من أشمل الدراسات عن تاريخ الأوقاف في فلسطين.

يغطي الكتاب تاريخ الأوقاف في فلسطين منذ الفتح الإسلامي (636م) حتى نهاية الحكم العثماني (1918م)، مع التركيز على العصرين المملوكي (1260-1516م) والعثماني (1516-1918م). يعتمد الكتاب على وثائق أرشيفية من سجلات المحاكم الشرعية والأرشيف العثماني.

يتناول الكتاب عدة موضوعات رئيسية:
1. أنواع الأوقاف في فلسطين: الأوقاف الخيرية (على المساجد والمدارس والمستشفيات)، والأوقاف الذرية (على الذرية ثم على جهة خيرية).
2. الواقفون في فلسطين: السلاطين والأم",historical,,محمد عدنان البخيت وآخرون,2000,P3_HISTORICAL_SUPPORTING_REVIEW,stage_03_reference_documents_in_review_supporting_only,historical;historical;P3_HISTORICAL_SUPPORTING_REVIEW;old_db_recovered;kb05
127,e0cb522d0fb0,الحجج الوقفية في سجلات محكمة القدس الشرعية (القرن 11 هـ),historical_reference,ar,reference,historical,external_fetch,"دراسة فقهية مقاصدية للحجج الوقفية التي تضمنت إنشاء الوقف في سجلات محكمة القدس الشرعية في القرن الحادي عشر الهجري (17 الميلادي).

أهم النتائج:
1. تنوع الأوقاف: أوقاف خيرية وذرية ومشتركة
2. الشروط: تنوع شروط الواقفين
3. الإدارة: أنظمة إدارة الأوقاف في العصر العثماني
4. التوثيق: أهمية التوثيق الشرعي للأوقاف

الباحث: رياض منير أمين خويص (2022)

الأهمية: توفر هذه الدراسة نظرة شاملة على أنواع الأوقاف وشروطها وإدارتها في القدس خلال القرن 17 الميلادي.","العنوان: الحجج الوقفية في سجلات محكمة القدس الشرعية (القرن 11 هـ)
المصدر: https://dspace.alquds.edu/items/ab359e3f-ea7c-4992-a657-d96d28fc9907
ملخص/مقتطف مسترد: دراسة فقهية مقاصدية للحجج الوقفية التي تضمنت إنشاء الوقف في سجلات محكمة القدس الشرعية في القرن الحادي عشر الهجري (17 الميلادي).

أهم النتائج:
1. تنوع الأوقاف: أوقاف خيرية وذرية ومشتركة
2. الشروط: تنوع شروط الواقفين
3. الإدارة: أنظمة إدارة الأوقاف في العصر العثماني
4. التوثيق: أهمية التوثيق الشرعي للأوقاف

الباحث: رياض منير أمين خويص (2022)

الأهمية: توفر هذه الدراسة نظرة شاملة على أنواع الأوقاف وشروطها وإدارتها في القدس خلال القرن 17 الميلادي.",historical,https://dspace.alquds.edu/items/ab359e3f-ea7c-4992-a657-d96d28fc9907,,,P3_HISTORICAL_SUPPORTING_REVIEW,stage_03_reference_documents_in_review_supporting_only,historical;historical;P3_HISTORICAL_SUPPORTING_REVIEW;old_db_recovered;kb05
128,fe0de8c2a560,حجة وقف مصطفى آغا (1821م),historical_reference,ar,reference,historical,external_fetch,"نسخة طبق الأصل من حجة وقف، مخرجة عن سجلات المحكمة الشرعية في القدس، ومؤرخة في عام 1236 هجري الموافق 1821 ميلادي.

معلومات الحجة:
- الواقف: مصطفى آغا
- التاريخ: 1236 هـ / 1821 م
- المصدر: سجلات المحكمة الشرعية في القدس
- النوع: نسخة طبق الأصل

الأهمية:
- نموذج للحجج الوقفية العثمانية
- توثيق تاريخي للأوقاف في القدس
- مصدر قانوني للملكية الوقفية

تعتبر هذه الحجة من الوثائق التاريخية المهمة التي توثق الأوقاف في القدس خلال العصر العثماني.","العنوان: حجة وقف مصطفى آغا (1821م)
المصدر: https://www.palarchive.org/index.php/Detail/objects/291104/
ملخص/مقتطف مسترد: نسخة طبق الأصل من حجة وقف، مخرجة عن سجلات المحكمة الشرعية في القدس، ومؤرخة في عام 1236 هجري الموافق 1821 ميلادي.

معلومات الحجة:
- الواقف: مصطفى آغا
- التاريخ: 1236 هـ / 1821 م
- المصدر: سجلات المحكمة الشرعية في القدس
- النوع: نسخة طبق الأصل

الأهمية:
- نموذج للحجج الوقفية العثمانية
- توثيق تاريخي للأوقاف في القدس
- مصدر قانوني للملكية الوقفية

تعتبر هذه الحجة من الوثائق التاريخية المهمة التي توثق الأوقاف في القدس خلال العصر العثماني.",historical,https://www.palarchive.org/index.php/Detail/objects/291104/,,,P3_HISTORICAL_SUPPORTING_REVIEW,stage_03_reference_documents_in_review_supporting_only,historical;historical;P3_HISTORICAL_SUPPORTING_REVIEW;old_db_recovered;kb05
129,a4403be8b7af,الفقه الحنبلي - تعريف الوقف,fiqh_reference,ar,reference,fiqh,manual,الوقف في المذهب الحنبلي هو تحبيس الأصل وتسبيل المنفعة، فتحبس العين ويسبل نفعها في سبيل الخير.,"العنوان: الفقه الحنبلي - تعريف الوقف
المصدر: الفقه الحنبلي - كتاب الوقف
ملخص/مقتطف مسترد: الوقف في المذهب الحنبلي هو تحبيس الأصل وتسبيل المنفعة، فتحبس العين ويسبل نفعها في سبيل الخير.",jurisprudence,الفقه الحنبلي - كتاب الوقف,,,P3_SUPPORTING_REFERENCE_REVIEW,stage_03_reference_documents_in_review_supporting_only,jurisprudence;fiqh;P3_SUPPORTING_REFERENCE_REVIEW;old_db_recovered;kb05
